score,sentence1,sentence2,sbj1,sbj2
Sim3, چند مرد در یک مسابقه بیرون می‌دوند , یک مرد مسابقه را رهبری می‌کند ,مرد,مرد
Sim4, مردی عقب مسابقه را بزرگ می‌کند , چند مرد در یک مسابقه بیرون می‌دوند ,مردی,مرد
Sim4, چند مرد در یک مسابقه بیرون می‌دوند , یک مرد مسابقه را رهبری می‌کند ,مرد,مرد
Sim4, مردی با دوربین در حال مطالعه موضوع است , هیچ مردی با دوربین در حال مطالعه موضوع نیست ,مردی,مردی
Sim4, مردی با دوربین در حال مطالعه موضوع است , موضوع مورد مطالعه یک مرد دوربین است ,مردی,موضوع
Sim5, مردی با کلاه بنفش رنگ شده دوربینی را کار می‌کند که فیلم می‌سازد , مردی با کلاه بنفش دوربینی را کار می‌کند که فیلم می‌سازد ,مردی,مردی
Sim3, مردی با کلاه بنفش رنگ شده دوربینی را کار می‌کند که فیلم می‌سازد , مردی با دوربین در حال مطالعه موضوع است ,مردی,مردی
Sim3, مردی با دوربین در حال مطالعه موضوع است , مردی که کلاه بنفش دارد با دوربینی که فیلم می‌سازد کار نمی‌کند ,مردی,مردی
Sim4, مردی با کلاه بنفش دوربینی را کار می‌کند که فیلم می‌سازد , این موضوع توسط یک مرد با دوربین در حال بررسی است ,مردی,موضوع
Sim3, مردی با کلاه بنفش دوربینی را کار می‌کند که فیلم می‌سازد , هیچ مردی با دوربین در حال مطالعه موضوع نیست ,مردی,مردی
Sim3, موضوع مورد مطالعه یک مرد دوربین است , مردی با کلاه بنفش دوربینی را کار می‌کند که فیلم می‌سازد ,موضوع,مردی
Sim3, مردی با کلاه بنفش دوربینی را کار می‌کند که فیلم می‌سازد , مردی با دوربین در حال مطالعه موضوع است ,مردی,مردی
Sim5, عروس و داماد بعد از ازدواج می‌روند , عروس و داماد بعد از عروسی در حال رفتن هستند ,زوج,زوج
Sim4, عروس و داماد پس از عروسی می‌رسند , عروس و داماد بعد از عروسی در حال رفتن هستند ,زوج,زوج
Sim4, یک زوج متاهل در حال عبور از راهرو هستند , یک زوج متاهل در حال گذر از راهرو هستند ,زوج,زوج
Sim4, عروس و داماد بعد از ازدواج می‌روند , یک زوج متاهل در حال گذر از راهرو هستند ,زوج,زوج
Sim4, عروس و داماد پس از عروسی می‌رسند , یک زوج متاهل در حال گذر از راهرو هستند ,زوج,زوج
Sim3, یک زوج متاهل در حال گذر از راهرو هستند , عروس پس از عروسی داماد را ترک می‌کند ,زوج,عروس
Sim3, یک زوج متاهل در حال گذر از راهرو هستند , عروس و داماد بعد از عروسی در حال رفتن هستند ,زوج,زوج
Sim5, این کلاس توسط دانش آموزان در کلاس مشاهده می‌شود , این کلاس با حضور دانش آموزان کلاس برگزار می‌شود ,کلاس,کلاس
Sim3, این کلاس با حضور دانش آموزان کلاس برگزار می‌شود , یک کلاس مملو از دانش آموزان است ,کلاس,کلاس
Sim3, این کلاس توسط دانش آموزان در کلاس مشاهده می‌شود , یک کلاس خالی است ,کلاس,کلاس
Sim3, پسری که روی تپه‌ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می‌لغزد , پسری در پایین تپه‌ای پوشیده از برف برهنه است و روی زانوها نشسته است ,پسر,پسر
Sim4, پسری که روی تپه‌ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می‌لغزد , پسری که روی سرسره قرمز و سیاه است ژاکت و کلاه به سر دارد و زانوهایی دارد که برف پوشیده است ,پسر,پسر
Sim3, پسری که روی تپه‌ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می‌لغزد , بچه هنوز در برف است ,پسر,بچه
Sim4, یک زن و یک سگ با آرامش روی کنده درخت نشسته‌اند , یک زن و یک سگ روی کنده درخت نشسته‌اند ,آنها,آنها
Sim4, زنی که پیر است نزدیک سگی است که کت سفید دارد , زنی که پیر است نزدیک سگ سفید است ,زنی,زنی
Sim2, زنی که پیر است از سگ سفید دور است , یک زن و یک سگ روی کنده درخت نشسته‌اند ,زنی,آنها
Sim4, مردی در حال آبیاری چمن‌ها است و با هیجان با یک سگ بازی می‌کند , سگی با هیجان در چمن با آب بازی می‌کند ,مردی,سگ
Sim4, دو نفر در برف هستند و لباسی پوشیده‌اند که استتار می‌کند , برخی از مردم در برف هستند لباسهایی را پوشیده‌اند که استتار می‌کند ,نفر,برخی
Sim3, دو نفر در برف هستند و لباسی پوشیده‌اند که استتار می‌کند , دو نفر در حال راه رفتن دو سگ با کت‌های طلایی در برف هستند ,نفر,نفر
Sim2, هیچ دختری وجود ندارد که تی شرت بپوشد و دهان خود را باز نگه دارد , دختری از آسیا جلوی پنجره آجری متعجب به نظر می‌رسد ,دختر,دختر
Sim2, دختری از آسیا جلوی پنجره‌ای که از آجر ساخته شده متعجب به نظر می‌رسد , دختری تی شرت پوشیده و دهانش باز است ,دختر,دختر
Sim2, دختری از آسیا جلوی پنجره آجری تعجب آور به نظر نمی‌رسد , دختری تی شرت پوشیده و دهانش باز است ,دختر,دختر
Sim2, هیچ شخصی با چرخ دنده دوچرخه وجود ندارد که به طور ثابت در مقابل کوه ایستاده باشد , گروهی از افراد به تجهیزات حفاظتی مجهز هستند ,شخص,افراد
Sim2, گروهی از افراد مجهز به چرخ دنده‌ای هستند که برای محافظت استفاده می‌شود , شخصی که دارای تجهیزات دوچرخه سواری است به طور ثابت در مقابل برخی کوه‌ها ایستاده است ,افراد,شخص
Sim5, بچه کوچک در حال بازی فوتبال است و بی ضرر به زمین می‌افتد , بچه کوچک در حال بازی فوتبال است و در چمن می‌افتد ,بچه,بچه
Sim4, هیچ بچه کوچکی وجود ندارد که فوتبال بازی کند و در چمن بیفتد , بچه کوچک در حال بازی فوتبال است و در چمن می‌افتد ,بچه,بچه
Sim4, مردی با وسایلی که برای کوهنوردی استفاده می‌شود از صخره‌ای سفید و عمودی معلق است , مردی با تجهیزات مورد استفاده برای کوهنوردی در زیر یک سنگ سفید و عمودی قرار دارد ,مردی,مردی
Sim4, زنی با دم اسبی در حال بالا رفتن از دیواره سنگی است , زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است ,زنی,زنی
Sim3, زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است , زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است ,زنی,زنی
Sim2, زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است , مردی با وسایلی که برای کوهنوردی استفاده می‌شود از صخره‌ای سفید و عمودی معلق است ,زنی,مردی
Sim2, زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است , تجهیزات کوهنوردی برای نجات یک مرد از یک سنگ سفید و عمودی معلق است ,زنی,تجهیزات
